season_year,surface,tournament_name,tournament_key,cpi,sample_size,source_url,updated_at
2025,Hard,Athens,athens,2.0,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Auckland,auckland,0.93,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Australian Open,australian open,1.07,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Basel,basel,1.44,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Beijing,beijing,1.05,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Brisbane,brisbane,1.27,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Brussels,brussels,1.34,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Canada Masters,canada masters,1.02,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Chengdu,chengdu,1.18,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Cincinnati Masters,cincinnati masters,1.19,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Dallas,dallas,1.2,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Delray Beach,delray beach,1.09,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Doha,doha,1.07,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Dubai,dubai,1.0,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Hangzhou,hangzhou,1.38,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Hong Kong,hong kong,1.31,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Indian Wells Masters,indian wells masters,0.73,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Laver Cup,laver cup,0.55,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Los Cabos,los cabos,1.01,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Marseille,marseille,1.05,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Metz,metz,1.34,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Miami Masters,miami masters,1.17,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Montpellier,montpellier,1.09,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Next Gen Finals,next gen finals,0.81,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Paris Masters,paris masters,0.99,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Rotterdam,rotterdam,0.77,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Shanghai Masters,shanghai masters,1.08,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Stockholm,stockholm,0.9,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Tokyo,tokyo,1.18,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Tour Finals,tour finals,1.4,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,United Cup,united cup,1.17,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Us Open,us open,0.96,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Vienna,vienna,1.25,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Washington,washington,1.17,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2025,Hard,Winston-Salem,salem,1.1,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2025,2026-03-13T11:00:59Z
2026,Clay,Buenos Aires,buenos aires,0.54,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Clay,Rio de Janeiro,rio de janeiro,1.01,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Clay,Santiago,santiago,0.68,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Acapulco,acapulco,1.16,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Adelaide,adelaide,1.15,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Auckland,auckland,1.04,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Australian Open,australian open,1.12,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Brisbane,brisbane,1.2,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Dallas,dallas,9.0,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Delray Beach,delray beach,1.36,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Doha,doha,0.9,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Dubai,dubai,1.27,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Hong Kong,hong kong,1.01,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Montpellier,montpellier,1.44,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,Rotterdam,rotterdam,0.91,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
2026,Hard,United Cup,united cup,1.12,,https://www.tennisabstract.com/cgi-bin/surface-speed.cgi?year=2026,2026-03-13T11:00:59Z
